Street Address,Latitude,Longitude
730 10 AVENUE,40.764536,-73.991882
730 3 AVENUE,40.753038,-73.972809
730 61 STREET,40.635753,-74.011591
730 ASTOR AVENUE,40.859575,-73.866236
730 BROADWAY,40.729487,-73.993323
730 COLUMBUS AVE,40.792555,-73.967757
730 COLUMBUS AVENUE,40.792555,-73.967757
730 EAST 149 STREET,40.813132,-73.908617
730 KELLY ST,40.816486,-73.89975
73-01 37 ROAD,40.747144,-73.892302
73-01 88 STREET,40.708738,-73.863361
73-01 MAIN STREET,40.724599,-73.820605
73-01 NORTHERN BLVD,40.754698,-73.893637
73-01 YELLOWSTONE BLVD,40.717691,-73.856976
73-02 37 AVENUE,40.748863,-73.892576
7302 6 AVENUE,40.629772,-74.019597
73-02 COOPER AVENUE,40.704101,-73.876952
7302 THIRD AVENUE,40.632752,-74.027263
7303 3 AVENUE,40.632736,-74.027247
73-03 METROPOLITAN AVENUE,40.712743,-73.879207
73-03 YELLOWSTONE BLVD,40.717685,-73.85698
7306 BELL BOULEVARD,40.740576,-73.758206
73-06 METROPOLITAN AVE,40.712731,-73.879157
7307 13 AVENUE,40.621365,-74.006283
7308 3 AVENUE,40.632719,-74.027277
73-09 METROPOLITAN AVE,40.712749,-73.879156
730A PORT RICHMOND AVE,40.625552,-74.143224
731 COLUMBUS AVE FL 1,40.792539,-73.967741
731 LEXINGTON AVENUE,40.761882,-73.968424
73-10 37 AVENUE,40.748869,-73.892521
73-10 NORTHERN BOULEVARD,40.754689,-73.893546
7311 3 AVENUE,40.632692,-74.027266
73-11 88 STREET,40.708702,-73.863331
73-11 METROPOLITAN AVE,40.712751,-73.87914
73-11 YELLOWSTONE BOULEVARD,40.717661,-73.856994
7312 13 AVENUE,40.621354,-74.006327
73-12 BELL BOULEVARD,40.74046,-73.758154
73-13 METROPOLITAN AVE,40.712752,-73.879123
7314 18 AVENUE,40.61445,-73.994925
7314 5 AVENUE,40.630835,-74.022096
7315 3 AVENUE,40.63267,-74.027275
7316 3 AVENUE,40.632675,-74.027295
73-16 NORTHERN BOULEVARD,40.754693,-73.893502
73-16 ROOSEVELT AVE,40.746756,-73.892167
7317 5 AVENUE,40.630809,-74.022085
73-17 WOODSIDE AVENUE,40.743034,-73.891435
73-18 BROADWAY,40.746787,-73.891682
73-18 NORTHERN BLVD FL 1,40.754695,-73.893487
7319 5 AVENUE,40.630798,-74.022089
7319 AMBOY ROAD,40.511163,-74.241287
73-19A 37 ROAD,40.747128,-73.892286
732 7 AVENUE,40.760188,-73.983944
732 8 AVENUE,40.759424,-73.988175
732 AMSTERDAM AVE,40.793803,-73.970563
732 CLASSON AVE BSMT FLOOR,40.676161,-73.964413
732 EAST 187 STREET,40.853827,-73.883379
732 WASHINGTON AVENUE,40.676042,-73.963437
73-20 GRAND AVENUE,40.729873,-73.888984
73-20 NORTHERN BOULEVARD,40.754696,-73.893472
7323 20 AVENUE,40.611836,-73.990706
7324 13 AVENUE,40.6213,-74.006384
7324 AMBOY ROAD,40.511147,-74.241271
73-24 METROPOLITAN AVENUE,40.712748,-73.879006
73-25 WOODHAVEN BOULEVARD,40.710114,-73.85942
7327 MAIN ST,40.724466,-73.820537
73-28 BELL BOULEVARD,40.740151,-73.758015
733 2 AVENUE,40.748164,-73.973432
733 9 AVENUE,40.763259,-73.989128
733 BRODAWAY,40.70094,-73.942259
733 CHURCH AVE,40.64579,-73.972257
733 KNICKERBOCKER AVENUE,40.693897,-73.90971
733 WASHINGTON ST,40.736295,-74.008294
7331 AMBOY ROAD,40.51101,-74.241607
73-32 BELL BOULEVARD,40.740074,-73.75798
733A EAST TREMONT AVENUE,40.844814,-73.889915
734 AMSTERDAM AVE,40.793857,-73.970524
734 BROADWAY,40.70101,-73.942415
734 NOSTRAND AVENUE,40.673591,-73.950162
735 11 AVENUE,40.766991,-73.993832
735 65 STREET,40.633485,-74.013892
735 9 AVENUE,40.763309,-73.989092
735-739 9 AVENUE,40.763309,-73.989092
735A ST NICHOLAS AVENUE,40.825135,-73.943965
736 10 AVENUE,40.764884,-73.991631
736 7 AVENUE,40.760289,-73.983872
736 EAST 152 STREET,40.815866,-73.907304
736 LINDEN BLVD,not found,not found
736 NOSTRAND AVE,40.673528,-73.950167
736 WEST 181 STREET,40.850689,-73.937533
737 4 AVENUE,40.660775,-73.997591
737 9 AVENUE,40.763359,-73.989056
737 FULTON STREET,40.686508,-73.974971
737 LYDIG AVENUE,40.854477,-73.866169
737 THROGS NECK EXPRESSWAY,40.82842,-73.818792
738 10 AVENUE,40.76494,-73.991591
738 FLATBUSH AVE,40.654964,-73.959733
738 FOREST AVENUE,40.629202,-74.11393
738 MORRIS PARK AVENUE,40.845507,-73.864692
738 SOUTHERN BOULEVARD,40.814415,-73.898158
738B EAST 233 STREET,40.892998,-73.856132
739 2 AVENUE,40.748312,-73.973322
739 BROADWAY,40.729952,-73.992954
739 CONEY ISLAND AVE,40.639707,-73.968918
739 EAST NEW YORK AVENUE,40.662334,-73.938338
739 HENDERSON AVENUE,40.637071,-74.116938
74 3 AVENUE,40.731601,-73.98842
74 5 AVENUE,40.735525,-73.99397
74 8 AVENUE,40.739586,-74.002628
74 A WESTERVELT AVENUE,40.645827,-74.086014
74 BLEEKER STREET,40.726455,-73.99573
74 BROAD STREET,40.704616,-74.011561
74 EAST 167 STREET,40.835364,-73.920147
74 SHERMAN AVE,40.8634,-73.926508
74 TRINITY PL BLDG 74,40.708503,-74.01248
74 TRINITY PL FL 2,40.708503,-74.01248
74 VICTORY BOULEVARD,40.638096,-74.079232
74 WEST 124 STREET,40.806865,-73.94544
74 WEST 47 STREET,40.757744,-73.981144
74 WESTCHESTER SQUARE,40.841036,-73.842662
740 7 AVENUE,40.76039,-73.9838
740 DRIGGS AVENUE,40.712603,-73.960627
7400 3 AVENUE,40.632075,-74.027547
74-01 METROPOLITAN AVE,40.712855,-73.878203
74-01D METROPOLITAN AVENUE,40.71254,-73.897013
74-02 ELIOT AVE,40.722063,-73.885522
74-02 METROPOLITAN AVENUE,40.712838,-73.878208
7403 MYRTLE AVENUE,40.702478,-73.874349
74-04 37 AVENUE,40.748965,-73.891622
74-04A 37 AVENUE,40.750242,-73.879551
7406 37 ROAD,40.747248,-73.891344
7407 3 AVENUE,40.632026,-74.027545
7408 3 AVENUE,40.632031,-74.027565
74-08 GRAND AVE,40.730249,-73.887351
7409 13 AVENUE,40.620789,-74.006889
7409 AVENUE U,40.621301,-73.90519
74-09 METROPOLITAN AVE,40.712868,-73.878059
741 9 AVENUE,40.763585,-73.988893
741 ALLERTON AVE,40.865464,-73.865761
741 CHURCH AVENUE,40.645881,-73.97203
741 GRAND ST,40.711695,-73.943269
741 HUNTS POINT AVE FRNT 1,40.815598,-73.886954
741 LYDIG AVE,40.854475,-73.866069
741 PARK PLACE,40.673591,-73.953252
741 ST. NICHOLAS AVENUE,40.825431,-73.943749
741 UNION ST,40.676204,-73.979912
7410 3 AVENUE,40.63202,-74.02757
74-13 ROOSEVELT AVENUE,40.74687,-73.891245
74-14 37 AVENUE,40.748972,-73.891554
7414 5 AVENUE,40.630143,-74.022384
74-15 DITMARS BOULEVARD,40.768372,-73.895072
74-15 ROOSEVELT AVENUE,40.746872,-73.89123
7416 20 AVENUE,40.611316,-73.991286
74-16 37 AVENUE,40.748973,-73.89154
7417 3 AVENUE,40.631972,-74.027567
74-17 METROPOLITAN AVE,40.712881,-73.877907
7419 3 AVENUE,40.631961,-74.027572
74-19 METROPOLITAN AVENUE,40.712885,-73.877869
742 9 AVENUE,40.763569,-73.988877
742 MYRTLE AVE,40.69491,-73.953174
742 NOSTRAND AVENUE,40.673192,-73.950197
7420 AMBOY ROAD,40.50995,-74.243893
74-22 JAMAICA AVENUE,40.691285,-73.867364
7423 AMBOY ROAD,40.509961,-74.243926
74-25 37 AVENUE,40.748995,-73.891502
74-27 37 AVENUE,40.748996,-73.891488
7427 METROPOLITAN AVENUE,40.712912,-73.877583
743 ASTOR AVE,40.859595,-73.865892
74-32 BROADWAY,40.746498,-73.891015
7437 AMBOY ROAD,40.509817,-74.244422
74-38 JAMAICA AVE,40.691338,-73.867033
744 9 AVENUE,40.763618,-73.98884
744 BURKE AVENUE,40.871399,-73.86509
744 EAST TREMONT AVENUE,40.844647,-73.889613
744 MYRTLE AVE STE 1,40.69492,-73.953079
744 NEW LOTS AVE,40.666262,-73.882904
745 2 AVENUE,40.748461,-73.973211
745 5 AVENUE,40.76318,-73.973809
745 7 AVENUE,40.760609,-73.983611
745 9 AVENUE,40.763684,-73.988819
745 EAST 136 STREET,40.803124,-73.912714
745 EAST GUN HILL ROAD,40.876892,-73.86487
745 FULTON ST,40.686425,-73.974771
745 MANHATTAN AVE,40.726459,-73.952322
746 9 AVENUE,40.763668,-73.988803
746 EAST 233 STREET,40.89293,-73.855921
746 LYDIG AVENUE,40.854456,-73.865924
746 MYRTLE AVE,40.694931,-73.952984
746 UTICA AVENUE,40.655137,-73.93076
747 10 AVENUE,40.765145,-73.991469
747 9 AVENUE,40.763734,-73.988782
747 EAST GUNHILL ROAD,40.876652,-73.864078
747 FLUSHING AVENUE,40.700613,-73.942786
747 FOREST AVENUE,40.629199,-74.114101
747 FULTON STREET,40.686404,-73.974722
747 NEW LOTS AVE,40.665979,-73.883628
747 NOSTRAND AVENUE,40.671793,-73.950314
747 ST NICHOLAS AVENUE,40.825617,-73.943615
74-78 HOWARD AVENUE,40.629225,-74.088152
748 CLARENCE AVENUE,40.830398,-73.815723
748 EAST 233 STREET,40.892913,-73.855868
748 LINDEN BLVD,40.65381,-73.930478
748 MYRTLE AVENUE,40.694943,-73.952888
748 RICHMOND TER,40.644724,-74.097074
749 9 AVENUE,40.763783,-73.988745
749 ASTOR AVE,40.859597,-73.865721
749 LYDIG AVE,40.854471,-73.865868
75 2 AVENUE,40.726445,-73.989252
75 3 AVENUE,40.731606,-73.988389
75 5 AVENUE,40.680262,-73.977832
75 9 AVENUE,40.74217,-74.004523
75 CHRISTOPHER ST,40.733552,-74.003267
75 CHRISTOPHER STREET,40.733552,-74.003267
75 EAST 1 STREET,40.723387,-73.988747
75 EAST 4 STREET,40.72653,-73.990207
75 EAST BROADWAY,40.713687,-73.994473
75 FRANKLIN ST,40.717858,-74.004441
75 GREENWICH AVENUE,40.736718,-74.001212
75 INNIS ST,40.633897,-74.143178
75 JFK AIRPORT,40.635351,-73.791962
75 LEXINGTON AVE,40.741216,-73.983486
75 MAIDEN LN,40.707668,-74.007756
75 NASSAU STREET,40.709732,-74.008235
75 NINTH AVENUE,40.74217,-74.004523
75 PAGE AVE,40.522134,-74.23499
75 RICHMOND TER STE KITCHEN,40.644646,-74.07697
75 RICHMOND TERRACE,40.644646,-74.07697
75 ROCKERFELLER PLAZA,40.759373,-73.977246
75 ROSS STREET,40.703843,-73.963334
75 RUTLEDGE STREET,40.700509,-73.959455
75 ST MARKS PLACE,40.727888,-73.98597
75 THOMPSON STREET,40.724511,-74.002945
75 UNIVERSITY PLACE,40.733159,-73.993428
75 VARICK ST,40.723248,-74.006212
75 VARICK STREET,40.723248,-74.006212
75 VICTORY BLVD,40.638304,-74.078664
75 WALL STREET,40.705483,-74.007861
75 WASHINGTON PL,40.731978,-73.999801
75 WEST 68 STREET,40.774498,-73.979802
750 3 AVENUE,40.753663,-73.972354
750 6 AVENUE,40.744,-73.991988
750 7 AVENUE,40.760768,-73.983521
750 9 AVENUE,40.763767,-73.988729
750 BARCLAY AVE,40.525756,-74.16652
750 EAST 169 STREET,40.830894,-73.89987
750 FOREST AVE,40.629162,-74.114262
750 GRAND STREET,40.711699,-73.943028
750 PORT RICHMOND AVE,40.625423,-74.14377
75-01 101 AVENUE,40.679661,-73.862226
75-01 88 STREET,40.707718,-73.862539
7501 NEW UTRECHT AVE FL 1,40.615691,-73.999958
7502 13 AVENUE,40.620234,-74.007504
7502 18 AVENUE,40.613324,-73.996065
75-02 31 AVENUE,40.758554,-73.892407
75-02 37 AVENUE,40.749063,-73.890699
75-02 ROOSEVELT AVENUE,40.746953,-73.890367
7504 13 AVENUE,40.620224,-74.007514
7504 3 AVENUE,40.631367,-74.027838
7504 ROOSEVELT AVENUE,40.746955,-73.890352
7506 3 AVENUE,40.631356,-74.027842
75-06 37 AVENUE,40.749066,-73.890671
75-07 31 AVENUE,40.758574,-73.892393
75-07 PARSONS BOULEVARD,40.726243,-73.810681
7508 3 AVENUE,40.631344,-74.027847
75-08 BROADWAY,40.746138,-73.890173
75-08 JAMAICA AVE FL 1,40.691446,-73.866348
75-08 JAMAICA AVENUE,40.691446,-73.866348
7509 3 AVENUE,40.631328,-74.027831
75-09 WOODHAVEN BLVD FL 1,40.709137,-73.859665
751 9 AVENUE,40.763833,-73.988709
751 DRAKE STREET,40.816195,-73.883091
751 FRANKLIN AVE FL 1,40.67302,-73.95709
751 WESTCHESTER AVE,40.817805,-73.905529
75-10 BROADWAY,40.746131,-73.890157
75-10A JAMAICA AVENUE,40.693294,-73.853131
75-11A ROCKAWAY BOULEVARD,40.685829,-73.865142
75-12 37 AVENUE,40.74907,-73.890627
75-13 METROPOLITAN AVE FL 1,40.713013,-73.87645
75-13 ROOSEVELT AVE,40.746976,-73.890309
75-14 BROADWAY,40.746117,-73.890125
75-14 JAMAICA AVENUE,40.691453,-73.866305
75-15 BROADWAY,40.746133,-73.890109
75-16 ROCKAWAY BOULEVARD,40.685802,-73.865018
75-16 ROOSEVELT AVE,40.746963,-73.890264
7517 AMBOY ROAD,40.509228,-74.246387
7518 13 AVENUE,40.620157,-74.007583
75-18 37 AVENUE,40.749075,-73.890584
7518 5 AVENUE,40.629291,-74.022735
75-18 ROOSEVELT AVENUE,40.746965,-73.890249
75-19 101 AVENUE,40.679694,-73.862108
7519 5 AVENUE,40.629275,-74.022719
75-19 BROADWAY,40.74612,-73.890076
75-19 JAMAICA AVE,40.691471,-73.866304
75-19 ROOSEVELT AVE,40.746981,-73.890265
752 10 AVENUE,40.76546,-73.991209
752 ALLERTON AVE,40.86546,-73.865207
752 CONEY ISLAND AVE FL 1ST,40.638803,-73.968663
752 FOREST AVENUE,40.629155,-74.114318
752 METROPOLITAN AVENUE,40.71456,-73.943895
752 NOSTRAND AVENUE,40.672918,-73.950222
752 UNION ST,40.67554,-73.978256
75-20 37 AVENUE,40.749076,-73.89057
75-20 ASTORIA BOULEVARD,40.765766,-73.892726
7521 3 AVENUE,40.631259,-74.027859
7521 31 AVENUE,40.758585,-73.89229
75-21 MYRTLE AVE STE 1,40.702569,-73.873262
7522 3 AVENUE,40.631264,-74.027879
7523 3 AVENUE,40.631248,-74.027863
7524 18 AVENUE,40.613218,-73.996176
75-24 BROADWAY,40.746083,-73.890044
7525 5 AVENUE,40.629238,-74.022734
7526 5 AVENUE,40.629242,-74.022755
753 9 AVENUE,40.763882,-73.988672
753 CONEY ISLAND AVE,40.638775,-73.968635
753 WASHINGTON STREET,40.736855,-74.008258
75-32 BROADWAY,40.746055,-73.889979
7537 PARSONS BOULEVARD,40.725637,-73.810676
754 5 AVENUE,40.763248,-73.973772
754 9 AVENUE,40.763866,-73.988656
754 METROPOLITAN AVE,40.714566,-73.943839
754 NEW LOTS AVE,40.666372,-73.882648
75-41 PARSON BOULEVARD,40.725608,-73.810677
75-43 MAIN STREET,40.723197,-73.819888
754B ST NICHOLAS AVENUE,40.825495,-73.943675
755 6 AVENUE,40.744275,-73.991814
755 DEAN STREET,40.679667,-73.965433
755 TARGEE STREET,40.609149,-74.087932
75-50 101 AVENUE,40.679738,-73.861882
75-50 METROPOLITAN AVENUE,40.713013,-73.876472
75-59 31 AVENUE,40.758615,-73.892011
7559 METROPOLITAN AVENUE,40.713077,-73.876011
756 9 AVENUE,40.763916,-73.988619
756 BURKE AVE,40.871393,-73.864789
756 GRAND STREET,40.711715,-73.942859
756 LINDEN BOULEVARD,40.653826,-73.930211
75-61 31 AVENUE,40.758617,-73.891996
75-63 31 AVENUE,40.758618,-73.891981
75-65 31 AVENUE,40.75862,-73.891967
757 3 AVENUE,40.754018,-73.972068
757 6 AVENUE,40.744324,-73.991778
757 BROADWAY,40.730688,-73.992328
757 FULTON ST,40.686198,-73.974212
757 ST NICHOLAS AVENUE,40.826051,-73.943331
75-77 GREENWICH AVENUE,40.736718,-74.001212
757A FLATBUSH AVE,40.65433,-73.959589
758 5 AVENUE,40.658613,-73.996262
758 ARTHUR KILL RD,40.560384,-74.166448
758 LYDIG AVENUE,40.854444,-73.865373
758 NOSTRAND AVE,40.672754,-73.950237
759 BROADWAY,40.730753,-73.992271
759 NOSTRAND AVENUE,40.671295,-73.950354
76 4 AVENUE,40.682281,-73.979863
76 9 AVENUE,40.741947,-74.004601
76 BAY STREET,40.640299,-74.07563
76 BUSHWICK AVE,40.712498,-73.940967
76 CHAMBERS ST,40.714361,-74.006734
76 CHRISTOPHER ST,40.7335,-74.003476
76 CLINTON STREET,40.718918,-73.98514
76 EAST 119 STREET,40.801577,-73.942644
76 EAST 167 STREET,40.835347,-73.920098
76 FULTON ST FL 1ST,40.709034,-74.005432
76 FULTON STREET,40.709034,-74.005432
76 HENRY ST,40.698576,-73.99248
76 ORCHARD ST,40.717585,-73.99049
76 PEARL ST,40.703866,-74.010391
76 WEST 225 STREET,40.874098,-73.909042
76 WILLOUGHBY STREET,40.692166,-73.985762
760 10 AVENUE,40.765711,-73.991029
760 8 AVENUE,40.760133,-73.987653
760 AMSTERDAM AVENUE,40.794826,-73.969813
760 BROADWAY,40.700462,-73.94148
760 CONEY ISLAND AVE,40.638665,-73.968624
760 GRAND CONCOURSE,40.823725,-73.924368
760 MCDONALD AVENUE,40.635748,-73.978129
760 ORIENTAL BOULEVARD,40.577493,-73.946671
7602 13 AVENUE,40.619637,-74.008121
7602 FLATLANDS AVENUE,40.633652,-73.916128
76-02 ROOSEVELT AVE,40.747043,-73.889451
7604 3 AVENUE,40.630647,-74.028129
76-04 ROOSEVELT AVENUE,40.747045,-73.889436
76-04 WOODSIDE AVENUE,40.743413,-73.888738
7604-06 13 AVENUE,40.619628,-74.008131
76-05 37 AVENUE,40.749171,-73.889808
76-05 ROOSEVELT AVENUE,40.747061,-73.889452
76-07 37 AVENUE,40.749172,-73.889794
76-07 ROOSEVELT AVE,40.747062,-73.889438
7609 5 AVENUE,40.628568,-74.023004
761 6 AVENUE,40.744424,-73.991706
761 7 AVENUE,40.761179,-73.983188
761 9 AVENUE,40.764205,-73.988433
761 BURKE AVE,40.871405,-73.864589
761 MADISON AVE,40.767647,-73.968431
761 NOSTRAND AVENUE,40.67124,-73.950357
7610 3 AVENUE,40.630613,-74.028143
7610 5 AVENUE,40.628573,-74.023025
76-10 WOODSIDE AVENUE,40.74342,-73.888696
76-11 101 AVENUE,40.679932,-73.861275
7611 18 AVENUE,40.612673,-73.996708
76-11 ROOSEVELT AVE,40.747065,-73.88941
7612 5 AVENUE,40.628561,-74.02303
7614 18 AVENUE,40.61267,-73.996742
76-14 JAMAICA AVENUE,40.691593,-73.865424
76-14 LIBERTY AVE,40.679223,-73.861231
7615 5 AVENUE,40.628534,-74.023019
76-15 JAMAICA AVENUE,40.691609,-73.86544
7616 3 AVENUE,40.630578,-74.028158
7617 101 AVENUE,40.679944,-73.861234
7617 NEW UTRECHT AVE,40.614758,-74.000231
76-17 ROOSEVELT AVENUE,40.747069,-73.889367
76-18 ROOSEVELT AVE,40.747055,-73.889337
76-18 WOODSIDE AVE,40.74343,-73.888639
76-19 ROOSEVELT AVE,40.747071,-73.889353
762 9 AVENUE,40.764189,-73.988417
762 ALLERTON AVENUE,40.865473,-73.864879
762 FRANKLIN AVE,40.672523,-73.957286
762 MANOR ROAD,40.608986,-74.121192
762 NOSTRAND AVENUE,40.672636,-73.950247
762 SNEDIKER AVENUE,40.656133,-73.897617
7620 18 AVENUE,40.612643,-73.99677
76-20 JAMAICA AVE,40.6916,-73.865383
7623 13 AVENUE,40.61953,-74.008201
76-23 37 AVENUE,40.749184,-73.889686
7624 17 AVENUE,40.614057,-73.999171
762-764 3 AVENUE,40.754087,-73.972046
763 61 STREET,40.635431,-74.011012
763 9 AVENUE,40.764254,-73.988396
763 EAST GUN HILL ROAD,40.876524,-73.863712
763 FLATBUSH AVENUE,40.65419,-73.959561
764 10 AVENUE,40.765838,-73.990938
764 2 AVENUE,40.749016,-73.97278
764 9 AVENUE,40.764238,-73.98838
764 AMSTERDAM AVE,40.794927,-73.969739
764 NOSTRAND AVE,40.672406,-73.950269
764-766 BURKE AVENUE,40.871389,-73.864589
764A 9 AVENUE,40.764238,-73.98838
764A EAST 149 STREET,40.81291,-73.907588
764A FRANKLIN AVE,40.672294,-73.957369
765 2 AVENUE,40.749081,-73.97276
765 8 AVENUE,40.760313,-73.987552
765 9 AVENUE,40.764304,-73.988359
765 DEKALB AVE,40.692003,-73.94596
765 EAST 82 STREET,40.637434,-73.912846
765 EAST GUN HILL ROAD,40.876508,-73.863667
765 WASHINGTON ST,40.737335,-74.008212
765 WEST CONCOURSE VILLAGE,40.823948,-73.92289
766 2 AVENUE,40.749065,-73.972744
766 9 AVENUE,40.764288,-73.988343
766 CASTLE HILL AVE,40.822584,-73.848844
766 CLASSON AVE,40.673848,-73.96044
766 EAST 80 STREET,40.636454,-73.914337
766 LIBERTY AVENUE,40.676603,-73.881515
766 NINTH AVENUE,40.764288,-73.988343
767 2 AVENUE,40.74926,-73.97263
767 5 AVENUE,40.764197,-73.973061
767 ALLERSTON AVENUE,40.876091,-73.871532
767 EAST 137 STREET,40.803672,-73.912072
767 EAST 149 STREET,40.812932,-73.907601
767 FOREST AVE,40.629134,-74.114642
767 FULTON STREET,40.686034,-73.973796
767 WASHINGTON ST,40.737395,-74.008206
76-78 ST MARKS AVENUE,40.679643,-73.973894
767A NOSTRAND AVE,40.671075,-73.950368
768 3 AVENUE,40.754238,-73.971935
768 5 AVENUE,40.763828,-73.973357
768 9 AVENUE,40.764338,-73.988306
768 AMSTERDAM AVENUE,40.795028,-73.969665
768 CASTLE HILL AVE,40.822621,-73.848853
768 MADISON AVENUE,40.767839,-73.968318
768 MANOR ROAD,40.608944,-74.121187
768 NOSTRAND AVENUE,40.672312,-73.950279
76-80 EAST 116 STREET,40.799656,-73.944087
769 A WASHINGTON AVENUE,40.673819,-73.962988
769 ALLERTON AVENUE,40.865497,-73.864703
769 ASTOR AVE,40.859605,-73.864888
769 METROPOLITAN AVE,40.714605,-73.943628
77 2 AVENUE,40.726498,-73.989212
77 4 AVENUE,40.731445,-73.990339
77 BRIDGE ST,not found,not found
77 CATHERINE STREET,40.710858,-73.996639
77 CHAMBERS STREET,40.714392,-74.006749
77 CHRYSTIE STREET,40.717233,-73.994287
77 DELANCEY ST,40.719017,-73.990062
77 EAST 4 STREET,40.726497,-73.990131
77 EAST 7 STREET,40.727334,-73.986538
77 FULTON ST,40.708888,-74.005156
77 GREENWICH AVENUE,40.736787,-74.001252
77 HUDSON STREET,40.718397,-74.008873
77 IRVING PL,40.736911,-73.986652
77 IRVING PLACE,40.736911,-73.986652
77 LEXINGTON AVENUE,40.741266,-73.98345
77 MACDOUGAL ST,40.728713,-74.001583
77 NORTH 6 STREET,40.718827,-73.960808
77 PEARL ST,40.703857,-74.010442
77 PEARL STREET,40.703857,-74.010442
77 RICHMOND HILL RD STE B,40.587754,-74.165462
77 RICHMOND HILL ROAD,40.587754,-74.165462
77 ST MARKS PLACE,40.727856,-73.985891
77 WARREN ST,40.715208,-74.010301
77 WEST 125 STREET,40.807386,-73.944514
77 WEST 66 STREET,40.773284,-73.980802
77 WEST HOUSTON STREET,40.726772,-73.999605
770 59 STREET,40.63648,-74.009684
770 8 AVENUE,40.76049,-73.987398
770 FOREST AVENUE,40.629095,-74.114816
770 MANOR ROAD,40.608927,-74.121186
770 NOSTRAND AVENUE,40.672261,-73.950284
770 WASHINGTON AVENUE,40.674917,-73.963225
770 WEST 181 STREET,40.85079,-73.93789
77-00 QUEENS BOULEVARD,40.738272,-73.88636
7701 5 AVENUE,40.627892,-74.023292
77-02 101 AVENUE,40.68015,-73.860433
7704 18 AVENUE,40.61214,-73.997268
77-04 21 AVENUE,40.770525,-73.892682
7704 3 AVENUE,40.629926,-74.028432
7704 5 AVENUE,40.627884,-74.023318
77-04B ROOSEVELT AVENUE,40.747343,-73.886611
77-04D ROOSEVELT AVENUE,40.747343,-73.886611
77-05 WOODSIDE AVE,40.743576,-73.887872
77-05A 37 AVENUE,40.750242,-73.879551
77-06 21 AVENUE,40.770526,-73.892667
77-07 37 AVENUE,40.749284,-73.888813
7708 3 AVENUE,40.629902,-74.028442
77-08 WOODSIDE AVENUE,40.743564,-73.887828
77-09 37 AVENUE,40.749285,-73.888799
771 BROADWAY,40.731252,-73.991835
771 SARATOGA AVE,40.661911,-73.915559
7710 3 AVENUE,40.629891,-74.028447
7714 101 AVENUE,40.680175,-73.860347
7714 13 AVENUE,40.619015,-74.008775
7715 18 AVENUE,40.612079,-73.997299
77-15 37 AVENUE,40.74929,-73.888755
7715 5 AVENUE,40.627809,-74.023325
7716 18 AVENUE,40.612086,-73.997324
77-17 37 AVENUE,40.749292,-73.88874
77-17 QUEENS BLVD,40.738655,-73.886236
7717 THIRD AVENUE,40.62984,-74.028447
77-18 21 AVENUE,40.770535,-73.892579
771A WASHINGTON AVE,40.673766,-73.962977
772 49 STREET,40.642072,-74.003835
772 9 AVENUE,40.764437,-73.988233
772 ALLERTON AVE,40.865487,-73.864567
772 CASTLE HILL AVE,40.822694,-73.848871
772 EAST 149 STREET,40.812866,-73.907383
772 FLATBUSH AVE APT 1,40.654058,-73.959555
772 RICHMOND TERRACE,40.644691,-74.097744
7720 18 AVENUE,40.612068,-73.997342
7720 3 AVENUE,40.629832,-74.028473
7721 13 AVENUE,40.618972,-74.008786
7721 3 AVENUE,40.629816,-74.028457
7722 13 AVENUE,40.618979,-74.008812
773 10 AVENUE,40.76606,-73.990804
773 52 STREET,40.640418,-74.005563
773 58 STREET,40.637051,-74.009046
773 60 STREET,40.635909,-74.01024
773 CONEY ISLAND AVENUE,40.638371,-73.968519
773 FLATBUSH AVE,40.653955,-73.959516
773 FULTON ST,40.685935,-73.973547
773 ST NICHOLAS AVENUE,40.826425,-73.943187
774 PORT RICHMOND AVENUE,40.625217,-74.144649
77-49 VLEIGH PLACE,40.71994,-73.820591
775 4 AVENUE,40.659544,-73.998846
775 49 STREET,40.642067,-74.003784
775 COLUMBUS AVENUE,40.793961,-73.966709
775 WASHINGTON STREET,40.737806,-74.008174
776 4 AVENUE,40.659866,-73.998759
776 9 AVENUE,40.764536,-73.988159
776 AVENUE OF THE AMERICAS # 7792,40.744922,-73.991315
776 EAST 161 STREET,40.821147,-73.903981
776 LENOX ROAD,40.655295,-73.931098
7763 VLEIGH PLACE,40.719805,-73.820605
777 7 AVENUE,40.761576,-73.9829
777 KENT AVENUE,40.697605,-73.960005
777 SEAVIEW AVE,40.579575,-74.078215
778 ALLERTON AVENUE,40.865497,-73.864211
778 EAST TREMONT AVENUE,40.844224,-73.888739
778 FRANKLIN AVENUE,40.671919,-73.957507
778 LENOX ROAD,40.655299,-73.93103
77A RICHMOND HILL RD STE A,40.587754,-74.165462
78 2 AVENUE,40.726452,-73.989219
78 5 AVENUE,40.680578,-73.977642
78 CARMINE STREET,40.729627,-74.004561
78 CLARK STREET,40.697512,-73.99327
78 EAST 1 STREET,40.723163,-73.988164
78 HENRY ST,40.698525,-73.992505
78 SPRING STREET,40.722608,-73.997858
78 VICTORY BOULEVARD,40.63804,-74.079332
78 WEST 11 STREET,40.735013,-73.997403
78 WESTCHESTER SQ,40.840981,-73.842579
780 3 AVENUE,40.754668,-73.971621
780 EAST 163 STREET,40.822677,-73.903003
780 LYDIG AVENUE,40.854426,-73.864513
780 MORRIS PARK AVE,40.845813,-73.863209
